variance,skewness,curtosis,entropy,class
2.5218995790821777,-5.126022048141679,5.842025101803958,-3.149201740080971,0
4.3371747206965665,9.787669052736469,-0.6411975136494461,1.660614104069806,1
4.230498239741705,9.180514981960213,-2.7594363710683263,1.2968379776247856,0
5.774003526986405,-1.335517497388404,1.2936615107193088,1.6243884409865348,1
3.3773277159207615,8.453474516299872,-7.588193009960992,-2.879790916126732,1
-0.11707557306282768,-1.786248266331996,0.8416291167200651,1.6600960088512065,1
2.7075568818190603,6.940367773727635,-5.5422187316146765,-2.749772476671871,1
3.407211049677748,7.693665428493752,0.3786635885189291,-1.3148731980201034,1
4.875974557960914,-0.9067896116597571,-0.47639281411155254,-0.5625524716818967,0
5.512363380175135,11.19891371074575,-2.0527074690791816,2.85571197295898,1
1.2544536641109243,9.124040864460875,-3.4860725863563937,-2.0775318730438475,1
4.344238856292456,11.072068106858673,-5.865060943156165,-3.7134507121236,1
-0.5333231431152985,6.9224143168131205,-0.9250646962818321,-0.9478723856975266,1
3.6252272223893525,10.177970563583305,1.059785258859983,0.38075967450161485,1
-0.33815396497731554,12.083881523354927,-5.24146735554266,0.6282352832325038,0
5.107883735470065,6.9220009603588135,-2.8748445007145507,-2.4481018693176657,1
3.564757084801866,5.233251108112057,-4.893222787205703,2.2059533366380957,0
4.647387917710533,9.15659978376343,0.8980110196457907,-5.211037749719024,0
2.118194543637574,11.84667463549355,-0.9054804483213483,-4.473435750948554,0
-0.32270628196297746,2.052770252175213,1.4818021028060047,-2.6742701929738444,0
3.7233188186803714,10.135447089126181,-2.2514638311153004,-0.9268279716737504,1
0.03750979972957014,7.772552976420185,-0.39745415644285176,-2.840310938427044,1
4.52140645430617,6.372891257028337,-2.3069908836125474,-2.816423423024223,0
6.323868588554307,9.15952846645175,-2.347455686112066,-1.3416341570218155,1
4.984218405229055,-0.8932168171390413,4.232908676817848,-0.8483134611506415,0
-0.6175518699442781,12.662864561085344,-4.6158484841526155,-3.6035256579805925,1
2.8715164519618295,-2.9134737970719202,5.55717296760081,-0.8110539877365128,0
-1.2626839629213875,-0.3528482334123355,-1.8692944403658447,1.3046366516582821,1
4.403854775455129,9.631501155877142,0.5403225951344073,-2.781946629900143,1
6.330109345099107,8.11940004598434,-4.29776651743416,-4.79560936249917,1
-2.0890047791219715,-1.2769117355948976,3.057987818976808,-2.7389576457362352,0
3.7847352548685183,-7.440402728831385,3.279201001398502,-1.795909913693822,0
5.349926033058931,0.3150172508592579,3.324685906724838,-0.15814888788492526,1
7.345093295705466,7.2725439514837245,-1.7773694974232805,-1.4896559105343838,0
3.227520309494764,11.998432623946924,-7.200055317588734,-4.793150045907545,1
5.184975157737429,8.553956123698772,0.7336858878032673,-0.2599921115769268,1
-1.8060008587651888,-4.739958970042586,4.812391263423797,0.04007766811749802,1
-3.4997384272731127,8.986273876100975,-5.047024511611268,-1.8087492714022892,0
1.1566655999041484,-1.7710229913881692,-0.6457760193687516,-2.298970567648156,0
2.9986993464563056,-3.322917277248799,-1.5375462075311348,2.995127583963622,0
-0.43686171018797726,12.588706943927274,-3.3337834251439196,0.6226285801625338,1
1.1391351212896903,8.056304602206763,-1.6904691021213856,-1.5274894961881862,0
0.2273991009401417,-0.8090889688118312,-2.4255650053061943,4.170735051918438,1
3.5440053361685475,11.670164024197504,-3.8591039202072293,-2.888480048922196,0
-1.3017581465769772,-5.5732509864677136,1.7036222615349517,-1.3718656478265858,1
2.615523632892887,-3.185519487007937,5.8527059339897995,-0.28799334170704755,1
6.24860852920102,6.9266725549288966,-3.9314243445152925,-0.30309119690029185,0
6.911535427002567,8.168027920887244,-1.6541860738884673,0.1755103090870722,1
6.504174820387616,4.609305886273042,-5.632211693958437,-5.4034837675741425,0
-2.7917718287653415,-4.041821073997846,3.8722324780862953,-5.210199042300357,1
0.4839766152952366,-6.177768402656527,7.618048154539315,0.08902008736931732,0
1.7521485303896533,-5.033955894265382,1.74139496096497,0.20200227142084615,0
2.733754321146045,9.045813265231883,-4.927419805662753,-4.8463858605088,1
3.718643255889654,7.004199767177925,-2.2663863484403226,-0.547466218898274,0
7.211929113277927,8.517084706937656,-1.6746197389619555,1.2166463522105255,0
1.6372140997030942,10.800047299675288,-3.579478703621989,-0.17640867362233248,0
5.394504397218046,-2.6167036703806,3.6880598207664796,-3.2632942779354783,1
5.878585618428881,-3.792083739046298,3.595584224130284,-2.152963709315236,0
2.906052680356979,-3.5261667895143014,3.4523160505434554,2.021250229321642,0
4.792801903513425,9.144384681008646,-2.8525931262555586,-2.5998164443384493,0
-0.8182676006163294,-5.816688549141107,6.056529832518236,-0.5018869786002247,0
3.3657547978509776,-0.036195133675400726,0.5713739590319227,-4.354209815251778,1
0.8240802382907066,10.161280136556806,-1.084936418914708,-6.141286005029773,0
3.9519887602411536,9.803973348939284,-4.556913427489404,-1.247735746335106,0
5.522306980780211,-0.6185100779006798,0.9304819346547571,0.8821397630609323,1
2.644050541220431,10.043857974148032,-8.500805815414619,-2.242782539911839,0
2.508661103791025,14.119793856309947,0.3699025252248269,-2.4092775619542173,0
5.820548097243629,10.239143690722697,-4.235145041189234,-2.9415532698585714,1
3.083931646409649,7.786371424769165,-1.5205921378918597,2.682419169867058,1
2.6607043893893696,-0.03460166367980966,0.6693622312450458,-0.8843284858624937,1
8.533982203474974,10.570705334215587,-5.187373652629105,-3.861201715783088,0
-1.5012427599927303,-3.9629926354196354,6.6753669340318,-1.4835355017202092,1
2.7850306014197432,12.860843050578787,-4.530382702727209,-6.600685906236212,0
2.994730939582644,10.915212729626838,-0.3132878101093093,-1.341269940904485,1
0.2551681725617641,-3.5963035092326607,6.7864477924872295,-0.6368866855575117,0
3.190767574532585,8.465973126944956,-4.023687410468961,-0.1135390625064494,0
9.685753679380667,5.953191090799958,0.31856453808057594,-6.780802714098746,1
-0.3838241798881533,-3.9786074757571024,3.4363619304486184,-1.4318441933694341,0
6.4515273829933255,8.916192062332893,-3.320934055851464,1.6015831635587805,0
9.688644719377566,8.465410733800649,-0.8334788072738717,-5.223483538549022,0
-0.15141079631627008,-5.204841615099195,5.993719936406983,-0.1002733770279205,0
2.5515333637650124,-4.513011364446642,-1.4153583441368003,3.6358238685254376,1
5.466804324599312,8.507925428184036,-4.669861996639604,-3.788052074786821,1
-0.7072588157674442,12.915712736580076,-3.589165065594763,-3.7878262237407845,1
4.434945178339081,-2.5611969692982166,-0.7443760311119134,-0.13644327896867892,1
4.639719076866147,-3.110685431172455,3.3260909937974326,-1.825086068018544,0
2.786480639381277,-4.194909450804626,2.315890510195363,-1.8502955552300642,1
3.951140532663887,-4.496897521330272,2.774200183515071,-2.808067794979945,0
5.850763871452369,-4.886571053802514,3.9252694214078874,1.2973318057798378,1
3.916015658739205,8.22101705565772,-1.158469223485079,-0.6962175626869389,0
1.3158758017617784,-4.085527752610252,2.8550844396375723,0.4118197588179827,1
3.6109270583266735,7.348562348437287,-6.186414452156541,1.5272544002574204,1
-1.7625853377141967,-8.016313366420965,6.107766539389139,2.2136764542840814,0
5.428045433647127,8.333870903723556,-3.576184188612878,0.2973425696553682,1
6.15550635746761,10.027906691907083,-2.3791166081791455,-1.4394030420475614,1
6.182869469277079,8.435095308492,-1.5653205369658285,-1.8886447519315828,1
6.169866764366908,4.097819016304053,-1.3154884373419269,-0.9995877702747515,1
0.48855571505517337,-2.4285679278892927,0.41176487830619735,-3.557081768179926,0
5.92968907893727,-5.609420746073944,2.4583005317385176,1.885711591246874,1
2.7462686603945894,6.2934298095572565,2.3881092864687674,-1.7477318881400536,1
4.439947916907867,-6.808735287130878,-1.7984978073536468,-0.4930271532184057,1
3.796630225226438,-2.1698705349269587,5.025200985628153,-1.890258081477582,1
4.582757747945141,6.457745316165358,-2.3481144845814343,-3.179174623543871,1
0.6621444164261121,-3.4702974719837014,5.150137287815636,3.9218002798217886,1
1.266366986743045,-3.4388204450157396,2.073449877351904,0.15416139315396948,0
-0.4175585367531388,-6.8023404140242505,6.163613009694948,1.108261877015201,1
6.3781495726714486,10.033271490402166,-3.073416169342137,1.8043675687392593,1
4.407854970007544,7.792242671459498,-2.208290605874223,-1.00280964612404,1
3.1506865555906125,8.870357841742067,-1.7051645090481844,-0.36923478415410627,1
4.513054207854496,10.544186546896169,2.595264851747243,-2.5238375458406415,1
0.3428074646718873,9.59119710529508,-2.327254524629908,0.16411864075451688,1
3.6168861489950235,6.266738063606564,-1.8229896615962322,-2.721133096098168,1
5.537011856447325,9.333293252843195,-3.551944139672693,-3.8993427102101923,1
3.414572704861334,-2.6314704976431793,3.5597053917520993,-2.872336119298612,0
4.74756836228215,13.84930944661092,-4.6267564699060015,-3.1560993446721217,1
1.4951599906393778,-3.436084984507102,3.4650504342332846,1.4599905414339098,1
2.895685442062585,9.015378538735655,-6.427217801961412,1.4830399221264594,1
2.5037563054568235,9.420523750129043,0.3237480584686807,-0.5784905221459756,1
1.1618612435183708,8.310619357025189,-1.510027330558078,1.5276277985132503,1
1.0609912026582111,10.41101465656029,-1.5068976440826782,-0.6453417275587658,1
5.252377077520683,9.109665663137342,-5.432943860822482,-4.932642162225286,1
8.89709241574845,-5.951127410950313,1.0863597615029068,-0.8570965259696791,0
5.465758051644288,9.382428654299009,-4.3473375550861055,-0.8156084741820411,0
3.4421286114255465,11.546334430898945,-4.1600846041185395,3.1548908658216313,1
-2.853569294992577,-3.325797874927688,3.302589929413286,1.0027044733627117,0
1.9919559912001485,0.5993040500411957,4.354510017743507,1.5906191770475973,1
-0.9119685278790326,-3.581772066219323,4.897324157847962,-2.8123889775027138,0
3.991005466498952,-4.1992480126506875,0.9819836553946012,2.256698550434578,0
5.599365474618036,9.912719613309207,-3.7942256327280317,-1.3369566427477193,0
4.665160739840348,6.873526444588853,-1.0621533727728203,-0.6751292291565008,1
4.0950667324309284,-0.7380090580023364,1.5282937468633389,2.7410064534623717,0
-0.9735960072288967,-5.422971668108643,3.931105383611359,-0.1404681071961672,0
3.419912656928666,8.003698537023885,-5.08104202035023,0.9347899056633722,1
1.5562759454608333,-6.50078513039681,4.057046925153309,-4.325968147755179,1
4.223688014947843,11.585479988528622,-2.263633918079768,-2.0581523297305666,1
2.637689510043591,9.67603221091692,-0.8737819779781404,-6.681475623670225,0
5.17064575682684,-5.791084313968499,4.877280699451791,2.8666327082949032,0
3.643216939409551,-7.536037343778072,1.8006298270346224,1.8998231674246897,1
2.0782647009903785,-2.917310950973142,5.144334937386759,-3.185103059030636,0
3.1411181171937357,-4.877639789252288,-0.6651629514418116,2.428103574757039,1
1.4341026990202086,7.622608059000383,-6.648915045359971,-0.9537522155075958,1
5.041525970567497,-2.407996401950833,0.44016051688604274,-2.5028607916148498,1
3.9026298975652343,12.320895967121682,-1.6947290955368934,-0.6020167056178607,1
0.18603748117187208,-4.529644473019683,6.027059087273959,-0.8849082283854012,0
0.7111155015466315,-6.244326464827568,2.8095857009470766,2.2431170066774873,1
0.5326710127870649,9.672958165203756,-7.0504118827776345,0.13899705490391145,1
-1.1361283825152382,-3.4443457067503642,5.771788415849674,-2.60894616841898,0
5.196735461377508,10.51416377594521,-3.7103621897128467,-2.864477995067549,1
4.203392383827111,10.536831528974384,-3.614621245256269,-4.113611644898949,1
2.3667138034106943,11.429651704563744,-4.001856644833757,-0.8688433606476489,1
3.737723306814015,-1.9807751793930393,2.566914430900546,0.9502915084705695,0
5.2595492598955715,9.245074825610656,-4.739604966975874,-2.08864864477206,0
0.7755427932349659,11.851669291985814,-1.3349695671046375,-0.4216522396819671,0
6.673031438772036,12.659657931872024,-3.064663281996059,-1.53150664005978,0
2.2452993096445524,13.170971610688618,-0.8437690260168116,-1.096652767017245,1
1.1431115498961026,6.45720829547531,-1.1204306208341324,-7.242539747785873,1
6.870364117200424,9.316367297263543,-2.4484663743374626,3.1945707534307126,0
4.040528623998072,8.95156905940174,-2.8363933755689508,-0.35595344711904087,1
4.91083722656513,-2.2246122960069497,6.83575239912511,2.064237079825451,1
2.4149528695565756,5.492476568809822,-3.0758362067150213,-0.7654377561934204,0
-0.8332303461656645,-6.246218804290195,3.4382096539078013,0.06785086842056465,1
2.9427408194870783,-0.3336347825169921,-0.07933655712930943,0.2433927370573401,0
4.865274202251915,-5.231051838527684,4.223039456527429,-0.4953580387227183,1
5.5963009974020785,7.696903853951982,-3.140088303250373,-1.809872679259732,0
1.1723469134076527,9.022162576534013,-3.005601538067191,-4.31542843344778,0
1.3297967089642944,8.042706164354458,-2.8937184947763166,-5.974290106731399,0
2.9963484761795103,-4.02006082457242,5.268758472173699,1.9523143644188157,1
5.325821172059802,10.57553603776977,-1.096007651159058,-2.009028492909648,0
1.2828983572316703,11.329308589806406,-5.332933521484585,-3.906575594151128,0
4.3335718235814955,-5.750091292407255,2.585960464428914,1.7735079232178492,1
0.8668250875941341,-5.2975866044786155,1.8996434457753653,0.3332501265452093,1
2.9516604607847996,-3.0663873621092574,3.91812741387573,-3.3683230834642,1
5.6392202411885375,10.741076241814355,-6.195825529345157,-4.227216899389604,0
3.24857482590226,8.714152695888535,-0.832006846833846,-2.8347381512982315,1
1.3154113235287959,7.743307796426863,-5.419775416382377,-4.072161495733194,0
3.4444459518227255,9.793788813705795,-1.5605780731621284,-2.5231152458763138,0
-0.5479344125145913,-2.1225945055264206,5.708682012512309,0.2103882265629876,1
5.6189196871408065,6.370464036417927,-2.4022376852617437,-1.480337993288407,1
-0.07229457194709488,-3.0748023274856733,-0.12263862070129239,0.7098950253657967,1
2.4156726738492544,7.556950591290665,-3.6776244043185664,-1.836042605970892,1
0.8129734030270817,-6.394247779039958,6.023333646326065,-1.906713771649147,1
1.688565948130014,9.500480928765128,-4.184633509925886,-0.5723039124048891,0
2.2596127665673285,6.040836285263252,-5.4294527698038255,-1.8854787464106115,0
1.2031163394926998,-2.073907450427317,6.4709082708826475,-3.958595936899807,1
6.885654136387464,7.404028912381719,-3.250482939232167,-7.942042512469396,1
3.806219052195401,-2.986927410069496,1.141070387340391,0.07606374246002125,0
4.536674692296461,6.2789061793580085,-0.9368236772007463,-1.4345311554969986,0
3.835380301654009,-1.4797170007978233,2.1633607368283063,-1.839687881763111,0
2.159780090179527,8.087222974686894,-0.122164556366271,-3.187910677500997,1
-0.2849497694222026,-2.4028914372062684,5.154699846423612,-2.4501639276075613,0
3.27991468198181,11.365499205972993,-1.190063989989682,-1.1654417321853061,0
5.478324480743678,9.261769840206012,-5.219878143126623,-3.7460347916364265,1
2.940914533576705,10.765022649694105,-4.420434885920596,-4.117936143374546,0
1.4682781309513406,5.108838333580393,-0.2969030310934957,-0.07015798340514323,1
5.51861640743334,8.735805752783532,-4.174487600329847,0.9720771546147495,0
4.018959124538906,7.6715583004512675,-2.7278251256907007,-1.1451458255473361,1
6.777237380162234,0.9602431500379986,3.4158025021208074,1.2933083463872181,1
3.9165088956844247,7.706195738068389,-4.488266893685333,-5.1524276860673845,1
3.423492752828456,-3.191926599777841,2.5390133956182015,1.7379244250785935,0
3.1660437456911668,-1.5393504150025317,6.1820931114911994,1.4838060473708519,1
1.0344827216654031,9.134375094226593,-3.1012975643941454,-1.1759245250404575,1
4.255975903505283,8.220086212416343,-5.068433363499514,-2.421671962489813,0
5.472891624731165,-0.9339664234963341,0.20652245409381131,0.5943786425584885,0
6.201105508165491,10.012462702539917,-3.0842119679675477,-2.8955864725787315,1
7.121864947603877,7.321776077828914,-1.9372743336991853,-4.263115920549886,1
4.8297320123031255,5.096345303946338,-1.6174100963951683,-3.4282389714358983,1
1.9832287782346354,-2.8595946539011665,6.8245337219912106,0.5792663609302074,0
6.584071232099598,7.022307003759361,-5.366151313994326,-2.2509054178454173,1
0.8146873708598106,-0.11313179314563593,0.8204837082151064,5.222848571336504,1
1.7977618343534503,-6.441956411167713,4.531849142560193,-2.32184096254703,1
3.607514402150529,11.290917243485264,-0.5754958932692773,-1.7455211561518489,1
1.8125706220211344,8.059914111210615,-4.56258483951915,1.1179969894012434,0
0.7089356724249285,-3.3016838676138556,8.295411567339263,-3.14218033845026,1
2.712186447857894,11.700297239408371,-0.2420273881307815,-0.5079129434556218,0
1.3527153381580104,-6.165861028778517,7.945775726050782,2.359076836245041,1
6.611827894305611,7.777509583142084,-3.1962604591850807,-0.6585574348828526,0
3.8109701898987276,0.9062031933394881,5.24671842909574,-0.8077425131725436,1
-0.21921671410906207,-6.453825515300275,4.4643109820617495,0.6371142247312988,0
1.8656348264868778,7.01233929192028,-3.2602577838030538,0.28774101363235616,1
3.8232654113031277,-4.132723358295647,-2.9242805205458833,1.8745407927220994,0
5.941182490578611,7.912271549172208,-1.7223722769995262,2.0617237371454253,0
1.6452009654079585,-1.504188965223794,-0.74211462130731,4.936031997317262,0
3.076716846403901,6.546895125971239,-2.0574616055381143,0.8351746988574305,0
2.8655175197069016,9.82743102715325,-3.252235885668985,0.028609625187033583,1
4.674514390026904,-4.406330909118413,1.5224970434187608,-0.17694135209524636,1
5.345581944782394,8.144341859566287,-4.616133676414702,-5.2243279691308855,0
5.1414998498122895,8.79736862084014,-0.845625491755817,-3.0450378520142944,1
2.9006531915908083,9.688931001859908,-2.17235613053782,-0.510826989286724,1
2.919663459416709,8.128920509838856,-5.5341243308379,-6.62667164020644,0
7.164845792701426,7.031115340331332,-6.120136896789733,-1.0607963920886259,1
6.6452083557206905,5.406313309505181,-7.977794798545768,0.664649699141862,1
2.952049335786918,7.858803073516007,-4.717545158698706,0.4002081311869221,1
-1.3894405673986214,-2.170429712051748,4.553626850547488,-0.3825540768163135,0
1.487977435239931,-3.148803884204507,1.989648983081415,-0.427379424028642,0
0.718008603154672,-5.1615325856213765,5.248767686923382,-1.5796028202780588,1
3.0142769522520076,4.755547147379798,-3.138098036287024,2.1649498346543776,0
1.6229955354101784,7.656550157543565,-1.126059946990894,0.6464771364027586,1
3.9549970854713123,10.365746899751805,-3.116481395618778,-6.0222547613051285,0
3.5325008725808917,9.79388918431726,-3.266330706035574,-5.174532650270557,1
5.485018338705855,6.154278017824197,-2.90711031751514,-2.6504534974599148,1
5.513965221392784,6.889302306355886,-2.5639788255422498,-2.2594784367213756,0
4.8017474024054625,13.322563869790432,-4.276467492765147,-5.5434586093412825,1
6.481157621519966,-3.392856411767378,1.1688982773308865,0.07365244748842317,1
2.751155534398743,10.167273707671553,-2.4153499322707948,0.1869688355468132,0
6.552326399478047,12.281104441462041,-1.3198811076551242,3.0068578026986184,0
2.0445923538705357,-2.454570508703013,-1.8462001040422344,-0.4860848870177635,0
5.857120796505782,11.22284723904753,-3.1728047396154797,0.12666683595835493,1
4.337001562925057,7.82975655361998,-2.3184956737736373,0.861656605216381,0
0.8595510545977748,-3.1713389300768973,5.878366346499075,4.38626873139392,0
3.088851793521747,-4.407932733379294,1.2262306067528286,-0.6037177964480921,0
6.259731475030653,11.740908095863173,-4.736675826968896,-4.599598921212465,1
3.8680096135689714,9.769070752080935,-2.7200951072550925,2.943112080861506,0
2.2330618181894293,9.448726405903177,-4.86980444903452,-4.9792419597477116,0
3.420673034342687,12.723897406362497,-5.034494779035999,-6.724963766839812,0
6.034959166146141,-3.7933601870151077,2.884492272444739,5.568184466447135,0
2.773459312781188,8.704722853367546,-2.2515117227212142,-5.786538441835587,0
2.2047864661790744,5.638671214774346,-6.41357935251189,-3.6152618860109795,1
1.4696319347953288,-0.5798564175322132,3.2999266543740355,0.945781045196139,1
7.770341256510848,9.961078631731064,-2.9956612958116646,-3.2444844508305746,0
2.593309972590072,-0.05700363888659332,4.161374051001607,0.726966212262861,0
6.116966172612429,12.176737062113352,-3.5464794446322667,-1.7672104164416016,1
5.36287326782649,10.097048330403648,-5.236074749280876,-2.8713929495877966,1
4.255485234024325,12.46797122598915,-4.479208159161392,-0.6527440881833207,0
-0.052780452181487636,-1.1730012785418347,3.6351200173652893,2.6810987803042807,1
2.144338375947861,8.32998986862327,-0.571268690847718,-0.18407319843755882,1
4.198987258559714,9.186743677542442,-3.0759174829410956,1.1746265463195642,1
3.5005329857714655,-2.8960665455192367,2.5982279085209097,1.9752449872315814,1
0.02030896226404777,-3.5940546558119015,-0.12725661398373145,-0.3198015964437646,0
1.179023615558099,6.555659867007623,-0.528896733805085,1.7690656470964634,1
3.92190291048892,-1.8019258430645022,-1.6103947062211525,-2.795496524882176,1
5.6677388958824775,7.57643936394168,-1.0646911909785288,-2.1297389795120196,1
0.7330391192569016,-6.011037625334762,4.535193031957021,-0.19431078151709436,0
3.4276879605738766,-0.18285824572164344,-0.2026040131419018,-1.6403692681756168,0
1.6366292774800408,-1.1457805850668155,2.2658637968265944,2.626864812157677,0
5.194699943575822,7.451577819237676,-1.1964869639569884,-2.77026001962864,0
3.4863949605051587,0.24184703306690913,0.5364633583839638,1.0163937812019461,0
4.381924323163316,-4.677423263439772,-1.4529246335793689,2.390770056505724,0
3.142473862326373,-2.0780572220611018,0.5932291706195691,1.8527888613869317,1
3.9035606086328984,-1.3308762394876124,2.358628619294687,-0.5868163669816442,1
5.145574663591074,-4.088837955922143,2.4051424986604135,-4.733040494823525,0
3.2434104781706963,11.433108233801647,0.20950873564079142,-5.9314886293132165,0
4.1512231593853475,7.8648534326929775,-2.848416560705362,0.8054401937341291,0
4.275391349212614,10.174533120366572,2.2078888085706017,-1.0775346512019177,0
8.34548607985573,-1.718158787305124,4.093254092990176,1.0863311656001464,0
0.0817833274656539,-5.168143274736661,3.344206246314246,-0.6102242115288892,0
5.244245080623713,9.509474025359612,-2.9036836718287966,-3.207130631183743,1
4.56224462105658,4.954424458099352,-0.613793146400119,3.31388029280531,1
-3.4579893339075713,-4.028612585254122,4.574210950724448,-2.622977262136381,1
4.516398692933585,7.155093330800491,-5.010623830758805,0.8255963368772199,1
2.683053190490439,7.270632433396772,-2.6881940633727694,-1.1307654723425697,0
3.9858652605326568,-2.083546124083617,4.6455171916773015,-2.511190798238224,1
4.704217658748412,-7.0359289690856714,3.273972237455002,-0.6106150123218961,1
2.0876267797285566,6.597897621086139,-1.7597577803342126,-3.9233509446730874,1
3.570451375616011,5.127948190221764,-4.1967262621781165,-1.2655548762262079,1
5.9595348586274675,10.027912312483902,-0.6886132278377806,-1.0439615397642692,1
5.51619652933527,-4.3725604314218005,0.6079670218494866,-0.5010020575533293,0
4.961198670808183,10.287281112118302,-6.217721256020043,-3.840245731607695,1
4.41480478643799,12.130783612800059,0.6789572082056976,-4.1182925248674955,1
2.2600349691823416,-1.9829385563875639,4.749115181922875,-0.5941685851888088,1
3.66968035151281,8.446953939532472,-1.6427499649714292,-1.712051572716532,1
-0.7718336989831671,-6.896624851828317,3.5555196047053776,-1.284360637634943,0
6.699800199532643,8.279545651928194,-2.1436321742553135,-4.24512575670283,1
1.438382467967871,9.803179316050057,-1.7057809478049668,-3.266203108715021,1
3.8981973795716205,7.986270988461566,2.127107421624984,-2.431706572981027,0
1.058203766734204,8.40543681210795,-5.5092381804669115,-3.729731190173766,1
1.6473026977448062,-5.006220580936802,6.399843918436408,-2.8856897455122716,0
3.0836109853933173,11.796443865057753,-4.539032874258118,-1.8854766759259323,1
3.1462097506207183,9.050569528390461,-0.8455931017250498,-1.931449040383269,1
0.6587616824730335,-4.353424596287963,4.918483328740816,-0.5008936041829994,0
4.217389832957379,9.798661759434742,-2.507030731987564,0.8244690723146175,0
4.695781666122287,8.769352753422416,-3.2187551816559465,-1.7470233373409065,0
1.3473172389275554,6.787288432398967,-2.7645355777905882,0.30846532464327103,1
5.822935721188971,7.693862794071881,-2.984557607561356,-5.133522548082041,0
-1.341045803260046,-0.2761225566104528,1.3564779457638823,-0.6193188422085512,0
5.175308325816015,-2.2689944481907984,2.487670127658748,3.243128552060249,1
3.0551016728942715,7.0585153403703345,-3.115476504496412,-2.8522118973721557,1
3.8071305381810183,1.918366058323266,3.017590647531751,-0.11879765852557196,1
8.594519246573704,5.44105199081438,-2.0791876647792087,-2.786064355593218,1
4.599262114221071,9.311585556809844,-2.628379637004707,-3.9487478568121976,1
3.300976551035368,-4.89634493496168,5.183828796035792,1.1205326240863718,0
1.3651845320605651,-1.4292693472892666,3.688866124646818,-0.7977306656661607,1
3.417101812930745,8.549640218652385,-5.603541409387489,-2.916412629381507,0
0.7683710592736261,6.316279066368101,-3.516176166847591,-3.293589123647672,0
-1.040019651520008,-2.8739488016744623,0.6315923645763286,0.7963946765986184,1
2.2580552023860445,-1.1461237609206314,-0.24671215379243217,1.523292085789164,1
4.720061593003296,13.934544087299917,-4.4175184797725855,1.468774456353953,1
1.6532311341266104,-3.3772440485978024,4.796831423176228,0.9775044218397174,0
5.6397747801946005,-3.4798235873621066,-3.2842277132542685,0.5043462935929891,1
6.344770081511443,9.656568054399358,-0.341591399097644,-2.422854981960644,1
3.4001558209245024,4.8341794177001685,-1.0781263992394552,-6.578836766514204,0
1.2821081222743946,7.351149742229629,-2.652453434086993,-5.891988070317312,0
6.253349344514555,8.64005180545555,-3.599942697226651,0.0063364374163921156,0
2.2615796106167165,12.367539723397016,-0.5334006724048419,-1.636683898436409,0
4.458396441777367,11.46929718589286,-1.5063998149277218,-3.453150603519636,1
4.612555851331604,6.255046233700706,-7.076967462569732,-1.1479927891970987,0
2.7860404051364402,10.550576302994724,-3.5437505504821827,-1.366451462748454,1
